subjective	5000	0	5	Super	5000-subjective2	Positive	Related
aspect	5000	6	9	App	5000-aspect1	Neutral	Related
subjective	5000	18	27	kostenlos	5000-subjective1	Positive	Related
subjective	5001	0	13	Überwältigend	5001-subjective4	Positive	Related
subjective	5001	28	45	fehlte mir nichts	5001-subjective3	Positive	Related
aspect	5001	131	144	Zeilenumbruch	5001-aspect2	Neutral	Related
subjective	5001	172	191	verbesserungswürdig	5001-subjective2	Negative	Related
aspect	5001	200	235	Ausblenden von Formatierungszeichen	5001-aspect1	Neutral	Foreign
subjective	5001	263	268	nötig	5001-subjective1	Negative	Related
subjective	5002	0	5	Super	5002-subjective2	Positive	Related
aspect	5002	6	21	Funktionsumfang	5002-aspect2	Neutral	Related
aspect	5002	37	53	Office-Dokumente	5002-aspect1	Neutral	Related
subjective	5002	87	94	BESTENS	5002-subjective1	Positive	Related
subjective	5003	0	25	Nützlicher kleiner Helfer	5003-subjective3	Positive	Related
aspect	5003	43	55	Fotoqualität	5003-aspect2	Neutral	Related
aspect	5003	188	197	Bedienung	5003-aspect1	Neutral	Related
subjective	5003	203	210	einfach	5003-subjective2	Positive	Related
subjective	5003	215	222	schnell	5003-subjective1	Positive	Related
subjective	5004	0	8	Sehr gut	5004-subjective4	Positive	Related
subjective	5004	49	63	wieder möglich	5004-subjective3	Positive	Related
aspect	5004	69	79	anzumelden	5004-aspect3	Neutral	Related
aspect	5004	81	86	Läuft	5004-aspect2	Neutral	Related
subjective	5004	87	97	alles rund	5004-subjective2	Positive	Related
subjective	5004	99	104	super	5004-subjective1	Positive	Related
aspect	5004	105	116	Erweiterung	5004-aspect1	Neutral	Related
subjective	5005	0	3	Top	5005-subjective2	Positive	Related
subjective	5005	7	10	Top	5005-subjective1	Positive	Related
subjective	5006	45	57	Hervorragend	5006-subjective1	Positive	Related
subjective	5007	0	10	Leider nur	5007-subjective2	Negative	Related
aspect	5007	15	23	Excel 97	5007-aspect1	Neutral	Related
subjective	5007	62	92	können nicht bearbeitet werden	5007-subjective1	Negative	Related
subjective	5008	0	13	Wirklich gute	5008-subjective6	Positive	Related
aspect	5008	14	31	Mobile Office App	5008-aspect4	Neutral	Related
subjective	5008	125	139	sehr zufrieden	5008-subjective5	Positive	Related
aspect	5008	145	160	Funktionsumfang	5008-aspect3	Neutral	Related
subjective	5008	165	176	ausreichend	5008-subjective4	Positive	Related
subjective	5008	178	181	Gut	5008-subjective3	Positive	Related
aspect	5008	200	209	Dokumente	5008-aspect2	Neutral	Related
subjective	5008	315	322	wünsche	5008-subjective1	Negative	Related
aspect	5008	331	343	Exportfilter	5008-aspect1	Neutral	Foreign
subjective	5009	0	13	Erleichterung	5009-subjective2	Positive	Related
aspect	5009	28	51	Bearbeitung von Dateien	5009-aspect1	Neutral	Related
subjective	5009	59	67	ganz gut	5009-subjective1	Positive	Related
subjective	5010	0	2	Ok	5010-subjective2	Neutral	Related
subjective	5010	32	40	zu viele	5010-subjective1	Negative	Related
aspect	5011	0	8	Tastatur	5011-aspect5	Unknown	Related
subjective	5011	9	15	spinnt	5011-subjective4	Negative	Related
aspect	5011	38	44	Update	5011-aspect4	Neutral	Related
aspect	5011	60	68	Tastatur	5011-aspect3	Neutral	Related
subjective	5011	69	79	sehr träge	5011-subjective3	Negative	Related
subjective	5011	84	95	dauert ewig	5011-subjective2	Negative	Related
aspect	5011	113	144	Buchstaben als Wort im Dokument	5011-aspect2	Neutral	Related
aspect	5011	273	276	App	5011-aspect1	Neutral	Related
subjective	5011	277	283	klasse	5011-subjective1	Positive	Related
subjective	5012	415	432	Ganz magere Sache	5012-subjective7	Negative	Related
aspect	5012	363	368	läuft	5012-aspect9	Neutral	Related
subjective	5012	345	362	nicht auf Tablets	5012-subjective8	Negative	Related
aspect	5012	341	344	App	5012-aspect8	Neutral	Related
subjective	5012	275	307	lassen sie sich nur in die Cloud	5012-subjective6	Negative	Related
aspect	5012	265	274	Speichern	5012-aspect7	Neutral	Related
subjective	5012	225	258	lassen sich öffnen und bearbeiten	5012-subjective4	Positive	Related
aspect	5012	210	224	lokale Dateien	5012-aspect5	Neutral	Related
aspect	5012	200	208	OneDrive	5012-aspect4	Neutral	Related
subjective	5012	178	199	geht scheinbar nur in	5012-subjective5	Negative	Related
aspect	5012	168	177	Speichern	5012-aspect6	Neutral	Related
subjective	5012	157	166	wären gut	5012-subjective3	Positive	Related
aspect	5012	146	156	Boxcryptor	5012-aspect3	Neutral	Foreign
aspect	5012	114	134	andere Cloud Dienste	5012-aspect2	Neutral	Foreign
aspect	5012	79	87	OneDrive	5012-aspect0	Neutral	Related
subjective	5012	71	78	nur mit	5012-subjective2	Negative	Related
