subjective	1000	0	9	Frechheit	1000-subjective5	Negative	Related
aspect	1000	48	55	pro app	1000-aspect2	Neutral	Related
subjective	1000	80	102	immer noch nicht genug	1000-subjective4	Negative	Related
aspect	1000	123	139	Kauf des coaches	1000-aspect1	Neutral	Related
subjective	1000	140	149	gezwungen	1000-subjective3	Negative	Related
subjective	1000	185	205	ziemlich unverschämt	1000-subjective2	Negative	Related
subjective	1000	216	230	Bin enttäuscht	1000-subjective1	Negative	Related
subjective	1001	16	20	Spaß	1001-subjective1	Positive	Related
subjective	1002	0	5	Super	1002-subjective3	Positive	Related
aspect	1002	32	35	app	1002-aspect2	Neutral	Related
subjective	1002	36	41	super	1002-subjective2	Positive	Related
subjective	1002	86	90	mehr	1002-subjective1	Negative	Related
aspect	1002	91	101	Sportarten	1002-aspect1	Neutral	Related
subjective	1003	0	3	Top	1003-subjective1	Positive	Related
aspect	1003	33	44	pro version	1003-aspect1	Neutral	Related
subjective	1004	0	3	Gut	1004-subjective2	Positive	Related
subjective	1004	18	27	echt cool	1004-subjective1	Positive	Related
aspect	1005	0	9	Runtastic	1005-aspect2	Unknown	Related
aspect	1005	19	22	app	1005-aspect1	Unknown	Related
subjective	1005	27	40	sehr nützlich	1005-subjective1	Positive	Related
subjective	1006	0	11	Daumen hoch	1006-subjective3	Positive	Related
subjective	1006	16	21	Super	1006-subjective2	Positive	Related
aspect	1006	22	25	app	1006-aspect1	Neutral	Related
subjective	1006	56	70	Einfach spitze	1006-subjective1	Positive	Related
subjective	1007	0	5	Nette	1007-subjective2	Positive	Related
aspect	1007	6	9	App	1007-aspect2	Unknown	Related
aspect	1007	10	13	GPS	1007-aspect1	Neutral	Related
subjective	1007	14	33	verbesserungswürdig	1007-subjective1	Negative	Related
subjective	1008	0	13	Einfach super	1008-subjective2	Positive	Related
subjective	1008	110	126	nur empfehlen :)	1008-subjective1	Positive	Related
aspect	1009	0	3	GPS	1009-aspect1	Unknown	Related
subjective	1010	0	5	Super	1010-subjective1	Positive	Related
aspect	1010	6	9	app	1010-aspect1	Neutral	Related
aspect	1011	14	17	app	1011-aspect2	Unknown	Related
aspect	1011	46	49	app	1011-aspect1	Unknown	Related
subjective	1011	55	92	leider nicht mehr weiter empfehlen :(	1011-subjective1	Negative	Related
subjective	1012	7	12	Läuft	1012-subjective1	Positive	Related
subjective	1012	0	3	Top	1012-subjective0	Positive	Related
subjective	1013	72	92	finde es unpraktisch	1013-subjective0	Negative	Related
aspect	1014	10	19	Sport App	1014-aspect0	Neutral	Related
subjective	1014	4	9	beste	1014-subjective0	Positive	Related
aspect	1015	61	68	Service	1015-aspect1	Neutral	Related
subjective	1015	54	60	toller	1015-subjective2	Positive	Related
aspect	1015	26	36	Funktionen	1015-aspect0	Neutral	Related
subjective	1015	20	25	tolle	1015-subjective1	Positive	Related
subjective	1015	0	6	Super !	1015-subjective0	Positive	Related
subjective	1016	102	132	Ihr werdet es nicht bereuen :)	1016-subjective5	Positive	Related
aspect	1016	87	100	runtastic app	1016-aspect0	Neutral	Related
subjective	1016	66	82	Bitte ladet euch	1016-subjective4	Positive	Related
subjective	1016	55	64	kostenlos	1016-subjective3	Positive	Related
subjective	1016	43	46	Wow	1016-subjective2	Positive	Related
subjective	1016	18	41	einfach nur beeindruckt	1016-subjective1	Positive	Related
subjective	1016	0	6	Genial	1016-subjective0	Positive	Related
subjective	1017	12	16	cool	1017-subjective1	Positive	Related
subjective	1017	0	5	Super	1017-subjective0	Positive	Related
subjective	1018	25	39	einfach klasse	1018-subjective1	Positive	Related
aspect	1018	15	20	Couch	1018-aspect1	Neutral	Related
aspect	1018	6	9	app	1018-aspect0	Neutral	Related
subjective	1018	0	5	Super	1018-subjective0	Positive	Related
subjective	1019	3	16	macht Spaß :)	1019-subjective0	Positive	Related
subjective	1020	0	9	Voll gut !	1020-subjective0	Positive	Related
subjective	1022	29	31	👍	1022-subjective2	Positive	Related
aspect	1022	20	28	Programm	1022-aspect1	Neutral	Related
subjective	1022	14	19	super	1022-subjective1	Positive	Related
aspect	1022	6	9	App	1022-aspect0	Neutral	Related
subjective	1022	0	5	Tolle	1022-subjective0	Positive	Related
aspect	1023	178	183	Laufs	1023-aspect2	Neutral	Related
subjective	1023	134	165	Abstürze mit komplettem Verlust	1023-subjective2	Negative	Related
aspect	1023	117	132	Sperrbildschirm	1023-aspect4	Neutral	Related
aspect	1023	99	108	Verhalten	1023-aspect1	Neutral	Related
subjective	1023	75	98	Nicht nachvollziehbares	1023-subjective1	Negative	Related
subjective	1023	57	73	zu Tode gepached	1023-subjective3	Negative	Related
aspect	1023	43	56	Sports Tacker	1023-aspect3	Neutral	Related
subjective	1023	17	27	unstabiler	1023-subjective0	Positive	Related
aspect	1023	10	16	Update	1023-aspect0	Unknown	Related
subjective	1024	0	15	Kostenpflichtig	1024-subjective1	Negative	Related
