aspect	4000	23	28	Event	4000-aspect3	Unknown	Related
aspect	4000	152	157	Spiel	4000-aspect2	Unknown	Related
subjective	4000	216	221	lange	4000-subjective1	Negative	Related
aspect	4000	222	226	lädt	4000-aspect1	Neutral	Related
subjective	4001	4	10	Hammer	4001-subjective2	Positive	Related
subjective	4001	17	39	macht mir richtig Spaß	4001-subjective1	Positive	Related
subjective	4002	3	7	cool	4002-subjective2	Positive	Related
subjective	4002	12	21	Funny pur	4002-subjective1	Positive	Related
subjective	4004	14	34	det es besser finden	4004-subjective1	Negative	Related
aspect	4004	49	69	Dekoration verkaufen	4004-aspect3	Neutral	Related
aspect	4004	90	96	Zwerge	4004-aspect2	Neutral	Related
aspect	4004	99	104	Bäume	4004-aspect1	Neutral	Related
subjective	4005	0	4	Toll	4005-subjective2	Positive	Related
subjective	4005	12	16	cool	4005-subjective1	Positive	Related
subjective	4006	0	5	Geilo	4006-subjective3	Positive	Related
aspect	4006	55	61	donuts	4006-aspect1	Neutral	Related
subjective	4006	125	141	bitte verbessern	4006-subjective2	Negative	Related
subjective	4006	158	163	geilo	4006-subjective1	Positive	Related
aspect	4007	23	29	update	4007-aspect1	Unknown	Related
subjective	4007	66	79	Bitte beheben	4007-subjective1	Negative	Related
subjective	4009	0	8	Schlecht	4009-subjective3	Negative	Related
aspect	4009	18	21	APP	4009-aspect2	Neutral	Related
subjective	4009	42	57	kann es einfach	4009-subjective2	Negative	Related
aspect	4009	64	70	öffnen	4009-aspect1	Neutral	Related
subjective	4009	73	81	schlecht	4009-subjective1	Negative	Related
aspect	4010	4	9	Spiel	4010-aspect2	Unknown	Related
subjective	4010	18	24	Hammer	4010-subjective2	Positive	Related
aspect	4010	57	62	Spiel	4010-aspect1	Neutral	Related
subjective	4010	63	68	bockt	4010-subjective1	Positive	Related
subjective	4011	5	10	super	4011-subjective1	Positive	Related
subjective	4012	6	10	cool	4012-subjective0	Positive	Related
subjective	4013	31	37	leider	4013-subjective1	Negative	Related
subjective	4013	12	25	Macht süchtig	4013-subjective0	Positive	Related
aspect	4013	0	8	Simpsons	4013-aspect0	Unknown	Related
subjective	4014	27	39	Sehr schwach	4014-subjective0	Negative	Related
subjective	4015	14	17	gut	4015-subjective0	Positive	Related
aspect	4015	4	9	spiel	4015-aspect0	Unknown	Related
subjective	4016	43	52	voll dumm	4016-subjective0	Negative	Related
aspect	4017	201	220	fragezeichenfiguren	4017-aspect4	Neutral	Related
subjective	4017	155	160	beste	4017-subjective2	Positive	Related
aspect	4017	141	146	spiel	4017-aspect3	Neutral	Related
aspect	4017	124	136	frankenstein	4017-aspect2	Neutral	Related
aspect	4017	114	122	emo ganz	4017-aspect0	Neutral	Related
subjective	4017	91	108	funktioniren nich	4017-subjective1	Negative	Related
aspect	4017	81	90	caraktere	4017-aspect1	Neutral	Related
subjective	4017	0	4	Cool	4017-subjective0	Positive	Related
subjective	4018	14	24	Es ist gut	4018-subjective0	Positive	Related
aspect	4018	0	10	Revulution	4018-aspect0	Unknown	Related
subjective	4019	27	50	macht richtig viel Spaß	4019-subjective1	Positive	Related
aspect	4019	21	26	Spiel	4019-aspect0	Neutral	Related
subjective	4019	0	16	Einfach nur geil	4019-subjective0	Positive	Related
subjective	4020	0	3	Gut	4020-subjective0	Positive	Related
subjective	4021	37	39	1A	4021-subjective2	Positive	Related
subjective	4021	13	35	Perfekter Zeitvertreib	4021-subjective1	Positive	Related
subjective	4021	0	9	Exzellent	4021-subjective0	Positive	Related
subjective	4022	8	16	Ganz gut	4022-subjective0	Positive	Related
aspect	4022	0	4	Epic	4022-aspect0	Unknown	Related
subjective	4023	0	3	Gut	4023-subjective0	Positive	Related
aspect	4024	9	22	aktualisieren	4024-aspect2	Unknown	Related
subjective	4024	45	65	schwarzen Bildschirm	4024-subjective2	Negative	Related
subjective	4024	74	80	schade	4024-subjective1	Negative	Related
aspect	4024	88	93	Spiel	4024-aspect1	Neutral	Related
subjective	4025	0	4	Cool	4025-subjective1	Positive	Related
subjective	4026	0	4	Geil	4026-subjective2	Positive	Related
subjective	4026	21	25	geil	4026-subjective1	Positive	Related
subjective	4027	21	29	Ganz gut	4027-subjective2	Positive	Related
aspect	4027	34	39	Spiel	4027-aspect1	Neutral	Related
subjective	4027	94	105	sehr schade	4027-subjective1	Negative	Related
subjective	4028	37	41	cool	4028-subjective2	Positive	Related
subjective	4028	65	80	zu früh gefreut	4028-subjective1	Negative	Related
aspect	4029	8	14	update	4029-aspect2	Unknown	Related
aspect	4029	66	72	update	4029-aspect1	Unknown	Related
subjective	4029	138	145	Problem	4029-subjective1	Negative	Related
aspect	4030	0	6	Smpons	4030-aspect1	Unknown	Related
subjective	4030	10	15	Beste	4030-subjective1	Positive	Related
subjective	4031	0	3	Gut	4031-subjective3	Positive	Related
subjective	4031	19	21	ok	4031-subjective2	Positive	Related
subjective	4031	30	42	gibt bessere	4031-subjective1	Negative	Related
subjective	4032	0	9	Wunderbar	4032-subjective2	Positive	Related
subjective	4032	17	22	liebe	4032-subjective1	Positive	Related
aspect	4033	28	33	läuft	4033-aspect2	Unknown	Related
aspect	4033	38	43	Spiel	4033-aspect1	Unknown	Related
subjective	4033	44	59	nicht mehr rund	4033-subjective1	Negative	Related
subjective	4034	4	9	liebe	4034-subjective2	Positive	Related
subjective	4034	33	45	einfach cool	4034-subjective1	Positive	Related
subjective	4035	0	4	Echt	4035-subjective1	Positive	Related
aspect	4036	19	33	clash of Clans	4036-aspect0	Neutral	Foreign
subjective	4036	8	14	Besser	4036-subjective1	Positive	Related
subjective	4036	0	4	Nice	4036-subjective0	Positive	Related
